country,designation,points,price,province,region_1,region_2,variety,winery
9,2899,88,19.0,23,47,1,70,214
5,2,88,30.0,6,7,1,3,5349
12,34687,88,45.0,58,2,1,16,614
3,12413,88,20.0,8,39,9,1,14796
6,34688,88,37.0,160,2,1,5,7197
4,34689,88,18.0,56,128,1,82,3030
3,2,87,28.0,8,2,3,9,3082
3,23284,87,32.0,8,52,4,34,4252
3,1676,87,30.0,3,3,2,5,4393
9,21946,87,15.0,23,43,1,49,1556
9,2,87,14.0,64,707,1,44,5346
3,47,87,15.0,8,2,3,18,3462
1,216,87,22.0,44,203,1,104,8750
1,2447,87,35.3634,77,159,1,82,2678
4,34690,88,70.0,5,156,1,252,2687
4,34691,88,40.0,56,250,1,255,3211
4,26808,88,18.0,56,128,1,82,3181
1,2,88,20.0,28,51,1,15,14258
3,2,88,18.0,3,185,15,370,1395
3,27,88,25.0,8,191,11,30,2558
5,26812,88,10.0,49,86,1,53,10029
1,1061,88,65.0,28,51,1,16,1401
2,26813,88,35.3634,2,2,1,2,555
3,2,88,19.0,8,122,1,5,9142
3,34692,88,15.0,3,14,5,3,11880
3,2,88,15.0,8,52,4,11,251
4,26810,88,19.0,56,128,1,82,14257
8,5805,88,35.0,120,2,1,30,1596
4,174,88,30.0,5,150,1,13,4405
3,132,88,60.0,8,80,1,5,3026
6,16622,88,16.0,160,2,1,490,11118
5,9034,88,12.0,49,86,1,53,7768
15,9035,88,12.0,135,2,1,1,7769
4,216,88,16.0,56,128,1,82,7770
3,9031,88,35.0,3,3,2,11,798
3,2,88,10.0,8,39,9,9,1331
5,9032,88,12.0,38,242,1,15,4380
5,7270,88,16.0,38,242,1,337,216
5,9033,88,35.3634,49,195,1,39,7767
3,2,88,25.0,8,462,1,70,2368
3,1399,88,22.0,8,16,1,9,5054
3,2,88,28.0,8,16,1,40,5054
3,34693,88,34.0,3,3,2,5,7550
4,6657,88,25.0,56,250,1,15,6410
3,1845,97,54.0,8,80,1,5,3948
5,2,96,35.3634,22,131,1,11,1223
5,2,96,35.3634,22,604,1,11,318
5,2,96,35.3634,22,626,1,11,1027
5,2,95,35.3634,22,604,1,11,1027
5,2,95,35.3634,22,626,1,11,318
5,34694,95,35.3634,22,604,1,11,1027
3,2,95,70.0,8,8,4,9,3498
3,2,94,100.0,8,336,3,9,3132
3,17382,94,54.0,8,17,4,5,1713
3,11221,94,42.0,8,8,4,11,4182
10,34695,94,58.0,29,2,1,591,10381
3,10445,94,45.0,8,211,3,11,8487
1,17327,94,29.0,15,425,1,69,1909
5,2,94,35.3634,22,603,1,11,1223
5,2,94,35.3634,22,626,1,11,1223
3,9157,94,42.0,8,8,4,11,4182
1,34696,94,60.0,15,488,1,33,7028
3,34697,93,40.0,8,2,3,11,297
1,5130,93,90.0,15,488,1,33,1612
3,14037,93,42.0,8,8,4,11,4182
3,2,89,28.0,3,44,2,5,7602
4,3350,89,20.0,26,45,1,37,3926
4,34698,89,16.0,5,473,1,15,3466
4,631,89,35.3634,5,12,1,88,16122
1,2,89,35.3634,28,71,1,58,14684
3,34699,89,35.0,8,2,3,40,8647
4,34700,89,18.0,5,88,1,62,16123
9,165,89,29.0,23,47,1,70,214
5,2,89,18.0,63,190,1,39,8318
9,34701,89,22.0,23,130,1,685,16124
3,3446,89,25.0,3,14,5,3,3247
1,2,89,35.3634,28,71,1,58,5076
1,139,89,120.0,28,71,1,58,9658
3,34702,89,14.0,3,505,5,1,2793
3,28352,89,55.0,8,2,3,16,2731
10,10929,89,25.0,55,2,1,43,1973
9,34703,89,19.0,23,43,1,67,9627
3,34704,89,30.0,8,143,3,9,480
3,1285,89,40.0,8,104,1,5,9679
3,2,89,20.0,3,3,2,5,5146
3,2,89,18.0,19,33,8,11,1200
3,103,89,19.0,30,55,10,4,5709
1,34705,89,85.0,28,71,1,58,10568
5,34706,89,110.0,6,7,1,8,126
5,34707,89,35.3634,6,7,1,4,549
3,17842,89,44.0,3,110,2,5,8800
3,28144,89,30.0,3,277,5,9,3649
1,2,89,65.0,28,71,1,58,4271
9,12905,89,65.0,23,47,1,61,214
3,15917,88,50.0,8,2,3,9,1744
3,34708,88,35.0,8,486,1,88,7060
5,2,88,18.0,13,21,1,11,1599
5,11800,88,55.0,21,35,1,31,3916
5,304,88,20.0,6,445,1,82,7576
1,216,88,24.0,42,232,1,11,2212
3,2,88,18.0,8,16,1,39,4808
3,34709,88,32.0,8,162,14,11,4726
1,34710,88,23.0,44,492,1,104,15775
1,34711,88,30.0,71,454,1,82,11132
5,5999,88,30.0,21,35,1,31,4287
4,9302,88,32.0,87,258,1,15,7913
3,9303,88,35.0,8,102,3,18,2578
5,2,88,14.0,13,54,1,19,1911
3,34712,88,16.0,8,170,1,4,1637
3,2,88,20.0,8,9,1,11,2829
3,2,88,19.0,8,27,1,20,10154
3,2256,88,20.0,8,528,3,14,1079
3,2,88,20.0,8,52,4,11,1365
5,2,88,15.0,13,21,1,19,3090
5,9304,88,35.3634,13,21,1,19,7914
5,304,88,26.0,6,445,1,82,1952
3,6735,88,25.0,8,92,1,53,4463
2,9305,88,40.0,36,2,1,2,1501
3,2,88,15.0,8,179,1,11,6868
1,216,88,18.0,44,492,1,104,10006
3,27,88,28.0,3,348,15,154,3620
1,34713,88,17.0,44,203,1,82,9776
5,34714,88,22.0,13,663,1,19,45
4,41,88,18.0,56,128,1,82,7388
5,17757,89,25.0,76,272,1,20,11557
3,17758,89,39.0,19,168,8,15,1316
3,2,89,20.0,30,55,10,167,2881
21,17759,89,18.0,328,2,1,1,11558
1,17760,89,65.0,28,524,1,47,9847
3,2,88,29.0,85,2,1,12,9794
1,24045,88,35.3634,28,70,1,29,5842
1,139,88,36.0,28,70,1,29,6160
5,2,88,13.0,49,86,1,39,428
1,2,88,25.0,28,84,1,15,11112
3,2425,88,24.0,8,17,4,39,1179
3,4450,88,32.0,30,55,10,73,1853
3,16602,88,40.0,8,16,1,15,11106
3,15020,88,45.0,8,153,1,163,5335
1,2,88,50.0,28,71,1,29,11107
28,16603,88,18.0,331,2,1,516,9840
3,2,88,16.0,8,16,1,9,2244
5,2,88,35.0,22,181,1,5,1018
5,13640,88,19.0,76,341,1,30,11108
3,1549,88,20.0,19,33,8,11,5880
3,2,88,35.3634,8,2,3,9,1079
3,16604,88,20.0,8,23,4,39,697
3,1037,88,11.0,8,39,9,11,1362
5,26537,88,22.0,76,269,1,39,1352
5,21230,88,25.0,76,269,1,20,1352
5,4876,88,30.0,76,269,1,20,5189
1,2,88,25.0,28,71,1,29,11
3,11280,88,25.0,8,23,4,20,2724
1,2,88,65.0,28,71,1,29,2751
3,103,88,14.0,30,55,10,4,2555
10,2,88,18.0,74,2,1,4,511
1,646,88,35.0,20,591,1,116,1724
10,2314,88,15.0,74,2,1,43,2381
1,139,88,35.0,28,56,1,15,2175
1,34715,88,16.0,28,56,1,29,16125
5,34716,88,29.0,63,175,1,39,6263
7,769,88,18.0,11,11,1,66,1003
1,139,88,37.0,28,84,1,15,3325
3,11222,88,90.0,8,65,3,32,127
3,2,88,42.0,19,33,8,25,11537
18,2,88,20.0,180,570,1,20,3727
1,2,88,15.0,28,241,1,29,16126
3,2,88,38.0,8,76,4,5,6201
3,8514,88,49.0,8,188,4,5,2285
3,7563,88,48.0,8,16,1,15,515
1,6294,88,35.3634,28,70,1,15,16127
1,34717,88,20.0,28,50,1,41,8146
12,7014,88,25.0,89,2,1,5,6600
3,34718,88,54.0,8,217,1,9,597
1,34719,88,40.0,28,84,1,15,11112
1,2,88,25.0,28,84,1,15,11112
3,47,88,45.0,19,168,8,12,1711
3,34720,88,56.0,8,76,4,5,571
3,23775,88,47.0,19,148,8,12,2007
3,34721,88,35.0,19,33,8,32,4904
3,7487,88,28.0,19,33,8,30,4904
3,2,88,32.0,8,16,1,16,5644
3,10248,88,45.0,19,178,8,11,3134
3,5656,88,39.0,19,168,8,32,4779
3,34722,88,18.0,19,33,8,27,4779
3,32512,88,25.0,8,78,1,11,184
2,2,88,20.0,36,2,1,186,1042
1,34723,88,17.0,44,146,1,80,3626
3,8726,88,46.0,8,17,4,5,3061
3,269,88,17.0,8,73,1,3,5513
3,14105,88,65.0,8,2,3,32,2306
1,34724,88,25.0,44,124,1,80,2452
2,34725,88,35.3634,153,2,1,2,1285
2,34726,88,35.3634,47,2,1,2,1042
1,3383,88,35.3634,44,614,1,80,4403
1,212,88,19.0,44,124,1,80,4038
1,34727,88,17.0,44,146,1,80,3626
3,2,88,26.0,8,2,3,16,1081
1,2275,88,30.0,44,614,1,80,1690
1,34728,88,14.0,44,124,1,80,291
1,34729,88,35.3634,44,614,1,80,4066
3,2,88,16.0,8,76,4,11,652
3,34730,88,25.0,8,64,1,5,909
4,34731,88,15.0,110,307,1,152,4549
4,34732,88,20.0,26,45,1,37,16128
2,2,88,10.0,153,2,1,2,6656
4,21767,88,15.0,56,701,1,141,5287
3,34733,87,30.0,8,23,4,9,2444
7,22990,86,15.0,11,11,1,66,229
1,17282,86,16.0,44,106,1,185,11384
1,34734,86,18.0,42,77,1,404,4306
7,2,86,10.0,11,11,1,16,3687
11,2,86,13.0,33,2,1,9,6506
11,2,86,20.0,33,2,1,9,240
3,2,86,13.0,3,14,5,4,3327
3,2,86,9.0,8,39,9,15,15031
1,34735,86,20.0,32,155,1,90,1803
1,34736,86,50.0,32,155,1,90,1803
1,2,86,17.0,42,107,1,87,9275
5,2,86,8.0,38,242,1,118,713
1,2,86,15.0,42,107,1,74,4313
1,15716,86,11.0,42,177,1,74,8631
1,20021,86,16.0,32,520,1,69,8452
7,8835,86,12.0,10,79,1,59,7664
1,2,86,14.0,28,1206,1,41,7306
3,2,86,38.0,8,8,4,9,8840
15,34737,86,15.0,369,2,1,686,12991
1,2,86,14.0,42,77,1,65,1118
11,2,86,10.0,45,2,1,20,5637
7,34738,86,35.3634,11,11,1,39,487
3,34739,85,34.0,8,17,4,5,4761
3,31532,85,75.0,8,336,3,29,4848
7,1040,85,10.0,11,11,1,11,1003
7,1643,85,9.0,11,11,1,11,1350
7,174,85,19.0,10,602,1,66,14467
7,2,85,12.0,10,602,1,12,13959
3,10824,85,32.0,8,92,1,25,4776
11,34740,85,14.0,229,2,1,11,5186
11,34741,85,14.0,33,2,1,18,6183
7,3565,85,15.0,11,11,1,12,3554
1,34742,85,22.0,44,203,1,104,854
3,2,85,9.0,8,39,9,4,3299
1,34743,85,35.3634,44,202,1,86,16129
3,2,85,20.0,8,66,1,5,3301
3,27,85,28.0,8,9,1,47,299
2,22835,85,9.0,90,2,1,2,1285
2,20565,85,8.0,176,2,1,338,1285
5,2,85,12.0,63,175,1,94,7325
7,3271,84,15.0,11,11,1,12,1813
3,2,84,30.0,8,2,3,149,3956
11,22140,84,11.0,45,2,1,39,2856
7,2,84,5.0,11,11,1,544,16130
5,9255,84,11.0,63,544,1,39,7893
3,632,84,21.0,8,17,4,5,822
3,2,84,13.0,8,95,1,9,7833
7,2,84,10.0,11,11,1,12,16131
1,34744,84,9.0,44,106,1,82,3632
1,11470,84,35.3634,42,384,1,80,16132
1,212,84,35.3634,44,145,1,80,10049
8,1627,84,12.0,59,2,1,11,1861
3,34745,84,38.0,8,23,4,16,2912
1,1270,84,35.3634,44,106,1,82,7694
8,2,84,9.0,288,2,1,9,1859
8,38,84,9.0,16,2,1,47,1859
8,12472,84,10.0,59,2,1,16,2713
3,2054,84,24.0,8,16,1,39,2579
10,304,84,13.0,29,2,1,73,443
3,2,84,11.0,30,55,10,8,3586
3,2,84,11.0,8,66,1,11,7151
3,34746,84,17.0,8,191,11,53,481
1,212,84,18.0,44,125,1,80,2363
1,212,84,16.0,44,125,1,80,8721
3,2,84,20.0,3,200,15,44,1374
8,2,84,14.0,43,2,1,11,1572
3,2,84,18.0,30,55,10,30,3534
6,34747,96,95.0,9,2,1,4,5765
10,29005,95,74.0,80,2,1,4,1259
3,203,95,75.0,8,2,3,32,1191
6,34748,95,44.0,65,2,1,4,11629
6,240,95,292.0,65,2,1,4,313
6,34749,95,448.0,9,2,1,4,5890
3,2,95,60.0,8,303,3,9,1616
6,34750,95,142.0,65,2,1,4,313
3,17382,95,52.0,8,17,4,5,1713
3,34751,94,42.0,3,110,2,3,2234
3,34752,94,68.0,8,76,4,5,3948
3,2,94,47.0,8,76,4,5,110
6,34753,94,231.0,9,2,1,4,5890
5,5728,94,56.0,38,72,1,12,3813
3,20487,94,90.0,8,2,3,9,2574
3,2,94,110.0,8,2,3,9,3546
10,29004,94,35.3634,80,2,1,43,1259
3,34754,94,115.0,8,303,3,9,4701
3,12066,94,45.0,3,110,2,5,31
3,10425,94,45.0,8,52,4,9,8494
3,1157,94,50.0,8,76,4,11,937
3,2208,94,100.0,3,110,2,5,2234
3,44,94,38.0,8,22,4,40,2919
6,13288,94,64.0,9,2,1,4,416
6,29485,94,376.0,65,2,1,4,313
6,34755,94,440.0,9,2,1,4,1174
6,2059,94,200.0,65,2,1,4,3242
3,4841,94,32.0,3,110,2,5,5159
7,3272,86,15.0,11,11,1,66,2359
3,34756,86,33.0,8,162,14,16,16133
3,34757,86,16.0,8,39,9,40,4516
1,212,86,13.0,44,203,1,104,356
1,212,86,15.0,44,203,1,104,287
5,34758,86,35.3634,63,175,1,39,6519
1,34759,86,10.0,44,139,1,86,5841
5,34760,86,10.0,27,361,1,11,2548
5,34761,86,12.0,27,969,1,214,2548
2,27753,86,11.0,124,2,1,2,626
7,2,86,12.0,11,11,1,12,857
11,2,86,10.0,45,2,1,18,4070
2,2,86,12.0,24,2,1,222,1419
3,573,86,15.0,8,76,4,11,4693
7,2,86,13.0,11,11,1,59,2348
3,8793,86,28.0,8,23,4,9,8366
7,3272,86,15.0,11,11,1,12,2359
3,34762,86,30.0,8,69,1,9,16133
7,2,86,10.0,11,11,1,9,1181
3,2,86,18.0,8,102,3,20,1266
5,1885,86,20.0,63,175,1,39,607
3,2,84,24.0,30,151,13,39,2914
3,34763,84,35.0,8,66,1,5,131
1,11470,84,35.3634,44,461,1,104,16134
2,15329,84,35.3634,99,2,1,136,14996
3,23167,84,18.0,8,2,3,20,8647
1,34764,84,35.3634,20,419,1,82,16135
7,2,84,26.0,10,10,1,12,16136
1,212,84,35.3634,44,461,1,104,16137
3,34765,84,21.0,8,95,1,15,758
3,17915,84,26.0,30,55,10,5,2972
3,2,84,32.0,8,102,3,20,1229
3,9370,84,28.0,8,76,4,11,772
3,2,84,13.0,8,39,9,40,10389
3,2,84,12.0,8,39,9,87,16138
5,34766,84,35.3634,76,504,1,18,8026
3,2,84,14.0,8,52,4,16,6254
8,647,84,10.0,18,2,1,9,842
3,2,84,11.0,8,16,1,9,14998
3,2,84,11.0,8,39,9,16,6596
3,2,84,24.0,12,642,1,30,4336
1,304,84,17.0,44,106,1,82,3632
2,34767,84,15.0,217,2,1,130,14897
3,2,84,17.0,30,288,10,5,6354
8,2,84,15.0,69,2,1,36,5228
3,2,84,12.0,8,92,1,5,7636
1,2,84,35.3634,32,824,1,69,4420
5,243,84,35.3634,22,219,1,11,1092
1,18205,84,35.3634,44,461,1,104,2995
3,2,88,18.0,3,44,2,4,2305
3,2099,88,26.0,30,55,10,5,207
4,34768,88,20.0,5,97,1,88,9010
3,11156,88,45.0,8,170,1,5,5823
3,25573,88,60.0,8,170,1,5,1107
4,631,88,33.0,5,12,1,88,15476
3,3020,88,25.0,8,217,1,34,442
4,2,88,19.0,5,398,1,15,8117
5,34769,88,15.0,13,363,1,19,728
3,34770,88,25.0,8,176,6,25,15222
3,2,87,35.0,8,16,1,25,5698
3,2,87,34.0,8,17,4,5,3948
3,34771,87,25.0,8,52,4,40,546
3,14986,87,55.0,8,16,1,5,425
4,34772,87,14.0,87,357,1,69,1506
1,34773,87,20.0,28,356,1,45,8576
3,1275,87,45.0,8,170,1,5,5823
1,2,87,35.3634,28,51,1,47,10194
5,34774,87,28.0,49,543,1,47,5510
3,2,87,18.0,8,16,1,39,3961
3,34775,87,28.0,30,151,13,9,4954
3,47,87,35.0,8,162,14,5,1918
5,2,87,30.0,13,440,1,19,2719
10,33183,87,35.3634,74,2,1,92,1390
3,2,87,27.0,8,8,4,9,2125
3,2,87,12.0,8,39,9,11,7217
3,20717,87,75.0,8,93,3,30,4002
1,34776,87,18.0,28,51,1,15,8731
1,14258,87,28.0,28,356,1,15,1305
6,5570,87,38.0,97,2,1,4,16139
3,34777,87,90.0,8,2,3,9,297
3,34778,87,19.0,30,55,10,11,12289
3,1130,87,14.0,8,176,6,15,1519
3,2,87,18.0,8,17,4,5,330
3,2,87,28.0,3,110,2,11,564
3,38,87,13.0,30,55,10,11,93
1,23411,87,16.0,28,51,1,9,9087
1,18088,87,70.0,28,51,1,29,3579
1,15872,87,35.3634,28,51,1,29,8617
1,34779,87,40.0,28,51,1,15,16140
1,34780,87,12.0,28,51,1,29,2711
1,2,87,110.0,28,251,1,15,5760
3,2,87,20.0,8,22,4,40,2998
2,5159,87,23.0,294,2,1,2,3433
13,10658,87,65.0,46,2,1,226,182
2,3979,87,7.0,126,2,1,2,1487
3,2,87,37.0,3,3,2,5,2305
4,21827,87,22.0,5,150,1,88,10383
6,10656,87,25.0,106,2,1,440,8054
1,34781,87,35.3634,28,51,1,15,16141
4,631,87,15.0,5,12,1,88,957
3,27,87,15.0,3,3,2,5,7566
2,34782,87,14.0,238,2,1,347,1285
3,34783,87,30.0,3,3,2,5,4440
1,10657,87,35.3634,28,51,1,9,8617
4,34784,87,20.0,26,45,1,37,16142
5,19097,95,35.3634,21,35,1,31,4706
5,216,95,350.0,21,35,1,31,6293
5,34785,95,35.3634,21,35,1,31,3916
3,2,94,95.0,8,170,1,5,8860
3,492,94,45.0,8,76,4,5,616
3,2,94,40.0,19,197,16,16,2145
1,12061,94,198.0,44,266,1,135,1224
3,34786,94,52.0,8,170,1,5,2066
3,34787,94,56.0,8,2,3,32,13299
3,8363,94,44.0,8,170,1,5,16143
3,8363,94,42.0,8,170,1,5,16144
3,27,94,60.0,8,64,1,5,2988
3,7481,94,125.0,8,2,3,32,1764
5,34788,94,125.0,21,35,1,11,8729
5,1580,94,35.3634,21,35,1,31,5766
3,5151,94,60.0,8,170,1,5,1387
3,18764,94,50.0,8,170,1,5,7259
5,28411,94,110.0,21,35,1,31,7149
3,5151,94,42.0,8,170,1,5,1787
3,103,87,15.0,30,55,10,4,2231
3,2,87,25.0,8,162,14,5,1814
8,7033,87,13.0,18,2,1,9,3699
8,7033,87,13.0,69,2,1,36,3699
12,2,87,20.0,88,2,1,20,6393
3,2,87,11.0,8,176,6,40,5207
3,7036,87,29.0,8,16,1,94,515
1,2,87,24.0,15,493,1,33,2730
3,2,87,35.0,19,148,8,47,6631
3,7037,87,72.0,8,2,3,136,3403
3,7038,87,75.0,8,2,3,136,3403
1,2,87,14.0,15,81,1,33,6632
3,2,87,24.0,8,2,3,16,945
1,2,87,19.0,15,487,1,378,6633
1,7039,87,10.0,1,18,1,17,6634
1,7042,87,15.0,1,15,1,17,1995
5,2,86,13.0,17,31,1,27,8774
3,34789,86,65.0,8,2,3,9,217
3,34790,86,19.0,19,33,8,1,2001
3,44,86,19.0,8,176,6,40,3239
3,34791,86,29.0,8,101,11,40,13450
1,26697,86,10.0,1,15,1,17,2095
3,7088,86,45.0,8,170,1,11,1992
8,2870,86,16.0,14,2,1,47,6226
8,6173,86,18.0,31,2,1,20,1864
3,2,86,80.0,8,2,3,9,6977
3,26360,86,36.0,8,532,7,5,3511
1,34792,86,10.0,1,18,1,17,9379
3,2,86,15.0,8,16,1,20,2244
5,2,86,25.0,17,234,1,32,10360
4,7347,87,9.0,87,258,1,15,1276
4,34793,87,9.0,87,258,1,131,1276
3,8259,87,36.0,8,122,1,15,1163
18,34794,87,15.0,78,424,1,4,4289
18,2,87,13.0,78,161,1,4,15789
9,47,87,30.0,64,207,1,11,2614
5,34795,87,35.3634,6,445,1,82,108
1,11267,87,17.0,44,411,1,135,2320
4,216,87,15.0,56,128,1,82,7692
1,5436,87,45.0,44,266,1,135,5541
9,12193,87,18.0,64,509,1,67,5122
3,2,87,29.0,8,76,4,5,12078
4,2,87,13.0,5,150,1,88,12079
4,2,87,55.0,5,791,1,377,12080
3,10032,87,40.0,8,104,1,47,454
3,367,87,35.0,8,73,1,70,454
9,19460,87,10.0,23,43,1,15,8513
1,19461,87,15.0,44,411,1,292,1758
1,34796,87,35.3634,44,266,1,135,7874
8,13714,87,13.0,14,2,1,47,4830
3,34797,87,18.0,8,101,11,88,563
3,2,87,32.0,8,36,1,16,8780
1,2,87,35.3634,44,266,1,135,7603
1,28082,87,35.3634,44,553,1,135,2561
2,34798,87,12.0,36,2,1,2,16145
1,34799,87,35.3634,44,553,1,135,7603
3,2,87,20.0,8,162,14,5,3032
5,2,87,15.0,6,7,1,4,108
3,2,86,22.0,8,2,3,20,1455
7,1366,86,18.0,11,11,1,11,258
3,34800,86,13.0,30,55,10,8,204
5,34801,86,23.0,22,37,1,11,1771
11,2,86,13.0,33,2,1,9,6506
3,27573,86,45.0,8,162,14,5,330
11,20754,86,14.0,370,2,1,333,12517
3,2,86,46.0,8,22,4,34,5782
11,2,86,13.0,48,2,1,9,9207
11,34802,86,20.0,48,2,1,82,7725
1,26967,86,17.0,44,554,1,135,14290
4,2,86,9.0,87,258,1,131,15788
5,17585,86,24.0,22,530,1,11,6984
1,12653,86,25.0,44,411,1,135,9530
3,2,86,15.0,19,33,8,159,2230
3,2,86,16.0,30,55,10,87,13244
11,34803,86,9.0,107,2,1,9,6269
3,34804,86,20.0,122,2,1,1,4129
11,2,86,10.0,45,2,1,20,4070
3,34805,86,45.0,30,55,10,224,2972
3,23884,86,35.0,8,2,3,15,656
5,3412,86,20.0,22,598,1,11,160
3,2,86,16.0,30,55,10,5,2555
5,2,86,25.0,22,246,1,5,318
3,2,86,19.0,30,149,12,87,5709
11,34806,86,15.0,33,2,1,39,605
1,34807,86,20.0,44,459,1,135,12937
3,2,86,30.0,30,55,10,30,2555
5,16462,86,30.0,22,531,1,5,6082
1,1820,86,16.0,44,650,1,135,2324
2,34808,87,15.0,2,2,1,2,762
3,30810,87,19.0,3,3,2,5,13049
6,2,87,16.0,177,2,1,4,5890
8,13714,87,13.0,14,2,1,9,4830
1,21555,87,12.0,20,91,1,68,9135
8,174,87,13.0,16,2,1,47,4408
2,21498,87,9.0,36,2,1,2,1285
5,19071,87,22.0,38,381,1,27,3391
1,2,87,35.3634,15,469,1,15,34
8,2,87,10.0,69,2,1,36,5213
3,14171,87,15.0,8,22,4,29,2854
5,26846,87,16.0,38,817,1,1,4248
8,12018,87,10.0,43,2,1,20,3317
2,34809,87,35.3634,217,2,1,130,14897
3,8592,87,19.0,8,66,1,11,4762
5,19810,87,35.3634,62,878,1,11,12177
4,38,84,4.0,87,405,1,88,8878
7,24926,84,25.0,11,11,1,11,1003
3,22664,84,35.0,8,22,4,40,1455
4,2232,84,23.0,5,12,1,88,11875
1,2,83,12.0,20,578,1,116,4859
1,34810,83,25.0,20,585,1,1,4733
4,980,83,9.0,87,258,1,179,1276
4,350,83,9.0,5,150,1,157,2385
3,1647,83,10.0,8,39,9,39,2140
3,2,83,15.0,8,179,1,9,6535
2,2258,83,6.0,90,2,1,39,1285
3,2,83,11.0,8,39,9,16,7217
3,2,83,18.0,8,52,4,20,1365
3,2,83,28.0,3,200,15,9,1374
4,34811,83,37.0,5,97,1,377,16146
7,2,83,11.0,11,11,1,178,7249
5,34812,83,35.3634,62,252,1,53,16147
3,2,83,19.0,8,52,4,5,1019
3,2,83,9.0,8,39,9,4,9714
2,5992,83,8.0,90,2,1,54,1285
3,2,83,8.0,8,39,9,9,4245
7,55,83,12.0,11,11,1,9,1345
5,2,87,12.0,17,31,1,27,495
5,2,87,14.0,17,31,1,27,13950
5,2,87,20.0,17,31,1,27,7234
1,2,87,25.0,42,140,1,57,15202
2,2603,87,10.0,90,2,1,222,1285
5,34813,87,35.3634,6,7,1,3,4482
5,2,87,20.0,6,7,1,3,742
1,2,87,18.0,15,374,1,121,5973
21,2,87,25.0,255,2,1,510,14893
1,12282,87,20.0,44,139,1,86,2898
1,2,87,16.0,1,18,1,28,3877
3,613,87,20.0,3,3,2,39,795
3,2,87,20.0,8,9,1,11,15504
3,34814,87,14.0,19,33,8,1,88
3,25081,87,23.0,8,16,1,15,11023
34,2,87,10.0,206,2,1,83,5457
3,7368,86,12.0,8,191,11,136,2535
3,2,86,28.0,3,3,2,20,8596
5,2,86,20.0,6,7,1,5,5803
5,2,86,20.0,17,31,1,27,11809
5,2,86,17.0,17,31,1,27,4576
5,18458,86,20.0,17,31,1,27,1325
5,2,86,15.0,17,311,1,39,4827
5,18459,86,15.0,17,31,1,27,11810
5,2,86,17.0,17,31,1,27,4261
5,10647,86,20.0,6,7,1,8,742
5,18460,86,15.0,76,2,1,19,11162
3,2,86,14.0,8,9,1,16,745
4,18461,86,15.0,5,637,1,11,6492
3,18462,86,15.0,8,122,1,240,8608
3,2,86,20.0,8,76,4,11,6127
3,2,86,15.0,8,9,1,40,16148
1,31340,86,24.0,28,70,1,29,6442
8,174,86,10.0,14,2,1,9,1571
2,28554,86,9.0,90,2,1,39,1890
1,2,86,14.0,28,70,1,15,589
1,31574,86,15.0,28,70,1,15,4164
3,2,86,14.0,3,14,5,5,15427
3,2,86,20.0,8,66,1,11,3961
3,2,86,30.0,8,66,1,5,1444
4,2,86,14.0,56,128,1,82,8190
5,664,86,15.0,38,268,1,1,864
5,34815,86,14.0,38,242,1,39,216
1,139,86,48.0,28,70,1,15,15955
2,20345,86,14.0,36,2,1,2,12370
3,2,86,42.0,8,60,4,12,2924
4,2,86,14.0,5,150,1,173,7180
4,631,86,30.0,37,964,1,15,12914
1,2,86,24.0,28,70,1,29,6160
1,20342,86,30.0,28,70,1,15,8474
2,20343,86,13.0,36,2,1,2,6848
3,9498,86,49.0,8,76,4,88,1964
3,2,86,38.0,8,76,4,5,110
2,34816,86,17.0,124,2,1,130,626
2,7403,86,15.0,2,2,1,54,5115
3,2,86,30.0,8,92,1,12,2655
3,20347,86,50.0,8,100,4,15,4000
3,19880,86,20.0,8,16,1,53,39
2,2679,86,14.0,36,2,1,290,3265
4,20421,86,14.0,5,150,1,13,6166
3,103,86,15.0,30,90,10,8,435
3,159,86,15.0,30,90,10,8,435
3,4374,86,35.0,8,100,4,9,4807
3,2,86,30.0,8,210,14,47,3864
5,27630,86,20.0,17,360,1,32,1466
5,2,86,25.0,17,606,1,32,3856
5,2,86,35.3634,17,196,1,32,4648
16,4528,86,7.0,226,2,1,20,279
1,28294,86,55.0,32,226,1,48,7490
3,2,86,17.0,8,52,4,11,5479
3,2,86,23.0,30,55,10,16,3534
3,544,86,18.0,30,55,10,1,2231
3,2,86,18.0,8,101,11,29,8312
2,34817,86,19.0,36,2,1,2,5405
3,159,86,18.0,30,55,10,4,1454
11,11326,86,24.0,33,2,1,82,4401
2,6532,86,35.3634,36,2,1,2,671
1,11746,86,43.0,32,226,1,48,4673
1,2521,86,49.0,32,226,1,48,4673
3,103,86,16.0,30,55,10,4,2471
3,34818,86,14.0,8,39,9,20,9220
25,2,86,16.0,167,2,1,394,2932
3,1427,86,14.0,30,55,10,11,89
5,9594,86,14.0,6,7,1,50,544
1,786,86,35.3634,32,226,1,48,14614
1,4046,86,55.0,32,226,1,48,6296
9,2,90,20.0,187,580,1,110,6969
3,2,90,21.0,8,162,14,11,1266
9,34819,90,50.0,86,345,1,11,16149
3,2,90,38.0,8,42,3,34,8866
1,2,90,53.0,32,59,1,48,5785
4,4151,90,40.0,56,128,1,82,828
3,2760,90,38.0,8,22,4,12,772
2,34820,90,25.0,2,2,1,2,2294
2,3564,90,25.0,2,2,1,54,2294
1,34821,90,21.0,32,259,1,42,7494
3,2,90,25.0,19,152,8,9,5011
